EVENTGROUPING|UUID|EVENTGROUPINGINDEX|CACHEDNAME|THUMBNAILPATH|POINTSFOR|POINTSTIED|POINTSAGAINST|CREATEDBY|SHAREABLE|ALLACCESS|ASSOCIATEDEVENT|EVENTGROUPINGTYPE|PARENTGROUP|OURSEASON|THEIRSEASON|VIEWCOUNT|CREATEDDATE|UPLOADDATE|SHARED|DEMO|SHAREERROR
542|47717232-10c0-48cc-894d-f80c3f057bab|0|Game #1 @ 7:24:12 PM||26|0|24|kingleo008@yahoo.com|1|0|369|5|541|71|95|0|2017-10-19 19:24:27.365||0|0|0
543|9d390d48-2241-4f0f-98d5-8d7cd6ac4ae1|1|Game #2 @ 7:54:47 PM||19|0|25|kingleo008@yahoo.com|1|0|370|5|541|71|95|0|2017-10-19 19:54:48.533||0|0|0
544|0dcc8472-7cbe-4087-bed2-d7dbdf441639|2|Game #3 @ 8:16:41 PM||17|0|25|kingleo008@yahoo.com|1|0|371|5|541|71|95|0|2017-10-19 20:16:49.518||0|0|0
545|0cd04b71-91d0-4f31-acaf-742d7ace8d70|3|Game #4 @ 8:42:53 PM||25|0|19|kingleo008@yahoo.com|1|0|372|5|541|71|95|0|2017-10-19 20:43:16.162||0|0|0
546|d6dccbd4-6235-40e7-89d0-302e0f49eb19|4|Game #5 @ 9:06:57 PM||15|0|13|kingleo008@yahoo.com|1|0|373|5|541|71|95|0|2017-10-19 21:06:59.252||0|0|0
547|63b4479b-0b26-4446-bdbe-5a3f36e13d1e|17|Tournament: NA Tournament||1|0|1|kingleo008@yahoo.com|1|0||1||71||0|2017-10-21 08:43:16.34||0|0|0
548|c461c76c-656e-4105-b4ff-9933c160a409|0|Match: Girls 2017 vs. Steel Valley on Oct 21, 2017||2|0|0|kingleo008@yahoo.com|1|0||2|547|71|99|0|2017-10-21 08:43:16.341||0|0|0
549|cb77e46a-8a21-42b7-be05-4d99ecd98a3a|0|Game #1 @ 8:42:51 AM||25|0|19|kingleo008@yahoo.com|1|0|374|3|548|71|99|0|2017-10-21 08:43:16.341||0|0|0
550|27e3aa3a-dc08-4774-9669-8fbad2170057|1|Game #2 @ 9:03:31 AM||25|0|15|kingleo008@yahoo.com|1|0|375|3|548|71|99|0|2017-10-21 09:03:32.858||0|0|0
551|6522a11e-bed9-438f-8d3a-16cf3b7e8372|1|[null]||0|0|2|kingleo008@yahoo.com|1|0||2|547|71|100|0|2017-10-21 10:05:42.427||0|0|0
552|a54991c9-b70e-4936-9fd1-d97df8c67827|0|Game #1 @ 10:05:38 AM||11|0|25|kingleo008@yahoo.com|1|0|376|3|551|71|100|0|2017-10-21 10:05:42.427||0|0|0
553|7c8de74d-f6a0-4455-848e-e7886bd1fdae|1|[null]||14|0|25|kingleo008@yahoo.com|1|0|377|3|551|71|100|0|2017-10-21 10:31:57.166||0|0|0
